Comment,Image No.
"October!!!   Trs bonne image eh!  Canadian Female Photographers Group","171"
"pretty view, well done.","172"
"Beautiful.....!","173"
"Good work! The work you did with the contrast is impressive. Continue like this =)","173"
"Very nice shot","173"
"An Avenue of Cherry Blossoms !","173"
"Lovely capture.","173"
"The c line of the street draws the viewer in","173"
"Beautiful street trees covered by Spring tones","173"
"Another avenue of cherry blossoms ----  2:10 2:10","173"
"Wow! A Surprise Delivery! Hope they have my correct address ... /;-) (winking ... again)","174"
"I love that song by the Eagles, and this is a neat illustration for it.","174"
"The new sign at the Pacific Motel was erected just a few weeks ago. What a joke!!! Why would they ever take down such a sign? It was one of the best motel signs on Wilson Way.","174"
"Do you remember where this photo was taken?","174"
"Sad","174"
"That really is brilliant Pete. Congrats.","175"
"Fabulous!","175"
"Nice shot, Pete. I was here myself in December for one of the infrequent Aldwych station tours.","175"
"","175"
"","175"
"I agree, Excellent Artwork!  An excellent photo!  Click The Camera Group","175"
"Mooie bewerking prachtig gevormde bomen.  Indonesi is heel anders maar erg aardige mensen en een mooi land! Kan het je aanbevelen.","176"
"super mooi","176"
"Mooi gezicht die paarse bomen, heel bijzonder.","176"
"ja, mooi die paarse bomen he? Die staan ook in Funchal (Madeira); heel bijzonder om te zien.","176"
"Beautiful lighting, nice!","177"
"I like this!","177"
"I love how this image screams vertical. Great job!","177"
"nice light","177"
"nice","177"
"","177"
"","177"
"","177"
"","177"
"I especially love the composition and lines. Nice!","177"
"","177"
"Sigh. It's already in the 90s here in TX. And there's no Voodoo Doughnuts. Sigh.","177"
"","177"
"","177"
"The light is terrific; the whole image is fresh and clean. Well done!","177"
"","177"
"","177"
"Ive walked through here a few times in my life.  Love the shadowing (or sun spots.  Potato/potahto).  =)","177"
"Very cool... Nice DR. Great lines. I love shadows if they are well transitioned in a street scene.","177"
"Amazing shot, I love the light and shade on the brick side walk and the mixed sun light in the trees.","177"
"","177"
"","177"
"","177"
"great capture love the color","177"
"","177"
"This is lovely! The colors are great. :)","178"
"These are beautiful BW shots. I used to shoot an R2a with various fine lenses, as you do. But I recently traded my film cameras in for a digital system. I find that the Panasonic GX1 with their Leica branded lenses work even better than the old Leicas and Voigtlanders. If I had time and space for a darkroom, though, I might feel differently.","179"
"Gone feral.","180"
"    ","180"
"Nice sunlight and shadow!","181"
"great shot visit and registered yourself on my site","181"
"wonderful capture :-)","181"
"Like atmosphere .... Very nice Shot :)   Greetings","181"
"","181"
"A nice play of light and shadow....great backdrop.","181"
"Perfect light ! Awesome capture !","181"
"A nice composition shot","181"
"Beautiful capture!","181"
"Mi piace molto.","181"
"this is extremely Good:) Congratulations! from  * Beautiful Shot   ","182"
"Beautiful composition, great eye.   this is extremely Good:)  Congratulations! from  * Beautiful Shot   ","182"
"  WONDERFUL SHOT! YOU HAVE GOOD TASTE!  ","182"
"This is a beautiful image!!  Your photo was viewed in:    Excelente, buena fotografa !!!, saludos.  Excellent, good photograph. OK!!! , greetings:","182"
"beautiful","182"
"Gorgeous looking shot !","182"
"Your photo is welcome In our group, for each photo posted, you should comment on other 3. If you havent please do it. If you already made your 3 comments, thanks!!!   RECORTES DA VIDA - SNIPPETS OF LIFE","182"
"wish I lived on that street.","182"
"Admired in  Lovely Universe !!! - Post 1 - Comment on 3. If you don't comment, your photo will be deleted fron the pool!","182"
"nice pink carpet !!!","182"
"love the lighting, and colors in this shot.","183"
"Great shot","183"
"great photo!!","183"
"I saw this amazing picture in the HDR only group  Flickr HDR only ","183"
"Nice picture!","183"
"","184"
"","184"
"","184"
".","184"
"            ","184"
"Die lens vult het beeld prachtig ....  en die ijskristallen op touw zijn correct, het is zo een reddigsboei in een park, dus familie van deze foto ....","184"
"Huge tree. Excellent work Lourensus. Bravo","185"
"Thank you so  much   :-)) Marcos","185"
"Very nice!","185"
"Beautiful shot. :)","185"
"Thank you  donatella pontani  ,  Finn Frode","185"
"Great shot...perfect color","186"
"nice one","187"
"Pre getting its new mural, obviously. All scrubbed-up and tidy for Vancouver's Olympic visitors! Nicely composed, Philip!","187"
"This may be blue but it's definitely cheery!","187"
"love the saturated colour ...","187"
"Great contrast with the tree and the blue wall.","187"
"I love it.","187"
"Thanks for the comments, everyone!","187"
"This is perfect!","187"
"","187"
"Cool!","188"
"Great shot Donna","188"
"","188"
"","188"
"Very nice shot! Well done!","189"
"Very nice","190"
"Hello I grow up on this block 137 Clinton ave  Myrtle  Park, this is where I started taking pictures in 1970..... lol     Nice picture you brought a tear to my eye......lol","190"
"Wow that's great.  It's a beautiful block.","190"
"Beautiful light, superb picture.","191"
"powerful and mysterious THANK YOU FOR SHARING YOUR ** AMAZING TREE **    **AMAZING TREES**  We hope to see many more !","191"
"wow very nice!!","191"
"very nice shot well taken","191"
"Incredible!!","191"
"Great Capture!","191"
"Lovely Colors my friend!","192"
"las huellas!! copadas... algn duende?","193"
"O ile byoby tu adniej, gdyby nie byo tych samochodw...  Pikna uliczka, pikna fotka :) Lubi Stary oliborz.","194"
"Chc tam mieszka! wietne zdjcie Jurku! Mij soboty...","194"
"So beautiful!  Have a great day Jurek!","194"
"Ech, azio  si po tych uliczkach. Najwaniejsz, dalej rosn drzewa !","194"
"Trees that form a canopy over the street are awesome!!","194"
"a street decorated with such wonderful trees !","194"
"wietne street foto ! Miej niedzieli Jurku :)","194"
"It shows also how beautiful Warsaw is in lesser known parts, thank you for sharing.","194"
"Great shot, love it! Jurek! Have a good afternoon!","194"
"Nie pomylaabym, e to te stolica... adna uliczka. Duo tam zieleni :)","194"
"uwielbiam zoliborz a to zdjecie jest super!","194"
"nice","194"
"Beautiful photo! Please join the Urban Trees group. We're a non-profit in CA promoting the benefits of the urban forest.","194"
"Wonderful trees. Congrats.","195"
"Nice one Harry. It reminds me of the New England area in the USA.","195"
"Beautiful autumn capture! Wonderful colors!","195"
"wow, beautiful autumn....., nice image !","195"
"Superbe photo et traites. Bonjour de Madrid.","195"
"Soon, it will be time for autumn. . This group is all about...  FLOWERS, TREES  FOLIAGE     Please tag your photo with:  SAVE EARTH","195"
"superb composition ! Great done !","196"
"Great, love it a lot. :-)","196"
"Wonderful shot .","196"
"Well observed  captured.","196"
"Excellent!","197"
"Esta maravilla de fotografa la he visto en       LO MEJOR DE MI... ARTE Y EXPRESIN ARTSTICA ! ... mximo 3, comentar 2","197"
" ","197"
"Thank you for your visit and comment.   In the meantime I took a look at (a part of) your photostream again. This wonderful picture is another example of your beautiful stream. Nice composition and tones. Excellent job. I hope you will continue this type of work.   Ik wens je een gelukkig en gezond 2010 - I wish you a happy and healthy 2010 - Je vous souhaite une bonne et heureuse 2010 - Ich wnsche Ihnen ein glckliches und gesundes Jahr 2010 - 2010-       2010.","198"
"You Are A Blue Ribbon Winner! If you haven't done so, please add your photo to:  Blue Ribbon Photography (Invited Images ONLY) Please tag your photo: BlueRibbonWinner=","198"
"nice shot love the lighting","198"
"I saw this photo in Blue Ribbon Photography. You deserve another Blue Ribbon! Blue Ribbon Photography (Invited Photos ONLY) Please tag your photo: BlueRibbonWinner","198"
"I saw this photo in Blue Ribbon Photography. You deserve another Blue Ribbon! Blue Ribbon Photography (Invited Photos ONLY) Please tag your photo: BlueRibbonWinner","198"
"You Are A Blue Ribbon Winner! If you haven't done so, please add your photo to:  Blue Ribbon Photography (Invited Images ONLY) Please tag your photo: BlueRibbonWinner","198"
"Awesome image, great shot","198"
"It looks like the frame from movie PI, I really like it!","198"
"I saw this photo in Blue Ribbon Photography. You deserve another Blue Ribbon! Blue Ribbon Photography (Invited Photos ONLY) Please tag your photo: BlueRibbonWinner","198"
"portrait","198"
"Your light is amazing and your work was admired at:   The Lighting Aspects Group","198"
"I saw this photo in Blue Ribbon Photography. You deserve another Blue Ribbon! Blue Ribbon Photography (Invited Photos ONLY) Please tag your photo: BlueRibbonWinner  Please visit my last image in the pool ... Thanks  ","198"
"Good !","198"
"  I pick this photograph to be on the cover of National Geographic  National Geographic: Are You Good Enough?","198"
"  I pick this photograph to be on the cover of National Geographic  National Geographic: Are You Good Enough?","198"
"beautiful!!!    I pick this photograph to be on the cover of National Geographic  National Geographic: Are You Good Enough?","198"
"Compliments, this is a great shot!!!!! ","198"
"I love the atmosphere in this.","198"
"Compliments, this is a great shot!!!!! ","198"
"Compliments, this is a great shot!!!!! ","198"
"me encanto la silueta del arbol y del hombre con todo gusto esta genial.","198"
"gorgeous ..wonderful work!  I saw this photo in Blue Ribbon Photography. You deserve another Blue Ribbon! Blue Ribbon Photography (Invited Photos ONLY) Please tag your photo: BlueRibbonWinner   Commented with SIC I would appreciate your comments","198"
"Meditative....  Very Nice.  Thank you for sharing your photo at  ShutterBox Collect 3 group icons and you're eligible to enter the Photo Contest!","198"
"MAGIQUE  The Best Image!  Fav1+Comment5 Please! THE BEST OF Cengiz  Squeeze me 2 GROUPS Please TAG your photo TheBestofCengizSqueezeme2Groups","198"
"Wonderfully composed !!!!  Thank you for sharing your photo at   ShutterBox Collect 3 group icons and you're eligible to enter the Photo Contest!","198"
"joli","198"
"The Best Image!  Fav1+Comment5 Please! THE BEST OF Cengiz  Squeeze me 2 GROUPS Please TAG your photo TheBestofCengizSqueezeme2Groups","198"
"The Best Image!  Fav1+Comment5 Please! THE BEST OF Cengiz  Squeeze me 2 GROUPS Please TAG your photo TheBestofCengizSqueezeme2Groups","198"
"What a different and beautiful view of paradise. Great black and shadowing.","198"
"The Best Image!  Fav1+Comment5 Please! THE BEST OF Cengiz  Squeeze me 2 GROUPS Please TAG your photo TheBestofCengizSqueezeme2Groups","198"
"Thank you for sharing your photo at   ShutterBox Collect 3 group icons and you're eligible to enter the Photo Contest!","198"
"The Best Image!  Fav1+Comment5 Please! THE BEST OF Cengiz  Squeeze me 2 GROUPS Please TAG your photo TheBestofCengizSqueezeme2Groups","198"
"The Best Image!  Fav1+Comment5 Please! THE BEST OF Cengiz  Squeeze me 2 GROUPS Please TAG your photo TheBestofCengizSqueezeme2Groups","198"
"A great capture - I quite like it!","198"
"very nice!! The Best Image!  Fav1+Comment5 Please! THE BEST OF Cengiz  Squeeze me 2 GROUPS Please TAG your photo TheBestofCengizSqueezeme2Groups","198"
"Compliments, this is a great shot!!!!! ","198"
"great black and white composition!","198"
"Amazing shot , beautiful compositon and works well in BW","198"
"I like - composition motive and the light.. Greeting from Faroe Islands","198"
"Very nice","198"
"www.flickr.com/groups/1482249@N23/   ","198"
"Very beautiful image !","199"
"INVITATION -   !      .  ,     ,   ,       . !NEW RUSSIAN flickr group ","199"
"   Diamond Stars (Post 1 Give 3 diamonds)  *******************************************************************************************************","199"
"Una pareja y su sombra...","200"
" ","200"
"Beautiful!  It just draws you in.","201"
". Thanks for your interest and comment, Father Hinie, much appreciated.  I completely agree with what you say, the picture draws you in as if you were there, which is even more noticeable for larger size versions.   The light was very tricky, as most of the promenade was in marked shadows while very bright summer sunlight was filtering here and there, which made for a proper exposure nightmare due to the extreme dynamic range but in the end the attempt mostly succeeded. .","201"
